INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182066264,00619,Larceny,LARCENY ALL OTHERS,D4,132,,2018-08-05 03:20:00,2018,8,Sunday,3,Part One,COMMONWEALTH AVE,42.35352153,-71.07283786,"(42.35352153, -71.07283786)"
I182066262,03207,Property Found,PROPERTY - FOUND,D4,130,,2018-08-19 11:45:00,2018,8,Sunday,11,Part Three,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I182066260,03410,Towed,TOWED MOTOR VEHICLE,E13,637,,2018-08-19 09:28:00,2018,8,Sunday,9,Part Three,ROSEWAY ST,42.31869426,-71.11116591,"(42.31869426, -71.11116591)"
I182066258,03208,Property Lost,PROPERTY - MISSING,D4,151,,2018-08-19 11:39:00,2018,8,Sunday,11,Part Three,BERKELEY ST,42.34605510,-71.07050669,"(42.34605510, -71.07050669)"
I182066256,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,429,,2018-08-19 11:59:00,2018,8,Sunday,11,Part Three,WOODROW AVE,42.28666867,-71.08625467,"(42.28666867, -71.08625467)"
I182066255,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,627,,2018-08-08 09:00:00,2018,8,Wednesday,9,Part Three,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)"
I182066254,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,224,,2018-08-18 20:00:00,2018,8,Saturday,20,Part One,E SECOND ST,42.33742812,-71.02902983,"(42.33742812, -71.02902983)"
I182066253,03410,Towed,TOWED MOTOR VEHICLE,C6,213,,2018-08-19 10:52:00,2018,8,Sunday,10,Part Three,F ST,42.33741306,-71.04705969,"(42.33741306, -71.04705969)"
I182066252,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,188,,2018-08-19 10:50:00,2018,8,Sunday,10,Part Three,BOSTON ST,42.32111259,-71.06134031,"(42.32111259, -71.06134031)"
I182066251,03410,Towed,TOWED MOTOR VEHICLE,D4,148,,2018-08-19 10:13:00,2018,8,Sunday,10,Part Three,COLUMBUS AVE,42.34242808,-71.07952412,"(42.34242808, -71.07952412)"
I182066250,03114,Investigate Property,INVESTIGATE PROPERTY,E18,520,,2018-08-19 11:47:00,2018,8,Sunday,11,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182066249,00619,Larceny,LARCENY ALL OTHERS,B2,306,,2018-07-20 20:53:00,2018,7,Friday,20,Part One,DENNISON ST,42.31779130,-71.09334526,"(42.31779130, -71.09334526)"
I182066248,03502,Missing Person Located,MISSING PERSON - LOCATED,B2,612,,2018-08-19 11:54:00,2018,8,Sunday,11,Part Three,FRANCIS ST,42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
I182066248,03501,Missing Person Reported,MISSING PERSON,B2,612,,2018-08-19 11:54:00,2018,8,Sunday,11,Part Three,FRANCIS ST,42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
I182066247,00617,Larceny,LARCENY THEFT FROM BUILDING,A1, ,,2018-08-18 20:30:00,2018,8,Saturday,20,Part One,LONG WHARF,,,"(0.00000000, 0.00000000)"
I182066246,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,225,,2018-08-17 18:00:00,2018,8,Friday,18,Part One,E FOURTH ST,42.33466748,-71.04125555,"(42.33466748, -71.04125555)"
I182066246,01402,Vandalism,VANDALISM,C6,225,,2018-08-17 18:00:00,2018,8,Friday,18,Part Two,E FOURTH ST,42.33466748,-71.04125555,"(42.33466748, -71.04125555)"
I182066245,03114,Investigate Property,INVESTIGATE PROPERTY,E18,479,,2018-08-19 11:47:00,2018,8,Sunday,11,Part Three,RUGBY RD,42.26989589,-71.10413576,"(42.26989589, -71.10413576)"
I182066244,01402,Vandalism,VANDALISM,C6,189,,2018-08-18 22:48:00,2018,8,Saturday,22,Part Two,DORCHESTER AVE,42.32481502,-71.05685147,"(42.32481502, -71.05685147)"
I182066243,00617,Larceny,LARCENY THEFT FROM BUILDING,A7,26,,2018-08-18 19:25:00,2018,8,Saturday,19,Part One,BORDER ST,42.38093345,-71.04023929,"(42.38093345, -71.04023929)"
I182066242,03114,Investigate Property,INVESTIGATE PROPERTY,D14,791,,2018-08-19 11:25:00,2018,8,Sunday,11,Part Three,SUMMIT AVE,42.34548055,-71.14046685,"(42.34548055, -71.14046685)"
I182066241,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,316,,2018-08-18 19:00:00,2018,8,Saturday,19,Part Three,WALNUT AVE,42.31633754,-71.09326915,"(42.31633754, -71.09326915)"
I182066240,03410,Towed,TOWED MOTOR VEHICLE,E13, ,,2018-08-19 10:58:00,2018,8,Sunday,10,Part Three,COLUMBUS AVE,,,"(0.00000000, 0.00000000)"
I182066240,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13, ,,2018-08-19 10:58:00,2018,8,Sunday,10,Part Three,COLUMBUS AVE,,,"(0.00000000, 0.00000000)"
I182066239,03410,Towed,TOWED MOTOR VEHICLE,D14,793,,2018-08-19 10:25:00,2018,8,Sunday,10,Part Three,KELTON ST,42.34650102,-71.13612792,"(42.34650102, -71.13612792)"
I182066238,03410,Towed,TOWED MOTOR VEHICLE,D4,624,,2018-08-19 09:43:00,2018,8,Sunday,9,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I182066237,00616,Larceny,LARCENY THEFT OF BICYCLE,A1, ,,2018-08-18 17:30:00,2018,8,Saturday,17,Part One,CROSS ST,,,"(0.00000000, 0.00000000)"
I182066235,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,367,,2018-08-19 10:52:00,2018,8,Sunday,10,Part One,TRAIN ST,42.29532845,-71.05522499,"(42.29532845, -71.05522499)"
I182066234,01832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,B3,409,,2018-08-19 09:56:00,2018,8,Sunday,9,Part Two,CEDAR ST,42.27237694,-71.07524224,"(42.27237694, -71.07524224)"
I182066233,01402,Vandalism,VANDALISM,C6,189,,2018-08-18 17:48:00,2018,8,Saturday,17,Part Two,DORCHESTER AVE,42.32481502,-71.05685147,"(42.32481502, -71.05685147)"
I182066232,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,40,,2018-08-17 16:00:00,2018,8,Friday,16,Part One,COMMON ST,42.37409295,-71.06055026,"(42.37409295, -71.06055026)"
I182066231,00724,Auto Theft,AUTO THEFT,D14,789,,2018-08-18 11:30:00,2018,8,Saturday,11,Part One,CHISWICK RD,42.33861137,-71.15048997,"(42.33861137, -71.15048997)"
I182066231,03114,Investigate Property,INVESTIGATE PROPERTY,D14,789,,2018-08-18 11:30:00,2018,8,Saturday,11,Part Three,CHISWICK RD,42.33861137,-71.15048997,"(42.33861137, -71.15048997)"
I182066230,03114,Investigate Property,INVESTIGATE PROPERTY,E13,634,,2018-08-19 10:27:00,2018,8,Sunday,10,Part Three,CENTRE ST,42.32127430,-71.11030469,"(42.32127430, -71.11030469)"
I182066228,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,351,,2018-08-19 10:15:00,2018,8,Sunday,10,Part One,ADAMS ST,42.29963709,-71.05851176,"(42.29963709, -71.05851176)"
I182066227,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,624,,2018-08-19 07:50:00,2018,8,Sunday,7,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I182066226,03501,Missing Person Reported,MISSING PERSON,E13,508,,2018-08-19 08:10:00,2018,8,Sunday,8,Part Three,SOUTHBOURNE RD,42.28981486,-71.11767828,"(42.28981486, -71.11767828)"
I182066226,03502,Missing Person Located,MISSING PERSON - LOCATED,E13,508,,2018-08-19 08:10:00,2018,8,Sunday,8,Part Three,SOUTHBOURNE RD,42.28981486,-71.11767828,"(42.28981486, -71.11767828)"
I182066225,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,111,,2018-08-19 08:50:00,2018,8,Sunday,8,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I182066224,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,914,,2018-08-19 08:43:00,2018,8,Sunday,8,Part Three,HENRY STERLING SQ,42.32648547,-71.05487817,"(42.32648547, -71.05487817)"
I182066223,01402,Vandalism,VANDALISM,C11,354,,2018-08-18 16:00:00,2018,8,Saturday,16,Part Two,ADAMS ST,42.29807739,-71.05695195,"(42.29807739, -71.05695195)"
I182066223,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,354,,2018-08-18 16:00:00,2018,8,Saturday,16,Part One,ADAMS ST,42.29807739,-71.05695195,"(42.29807739, -71.05695195)"
I182066222,01402,Vandalism,VANDALISM,C11,354,,2018-08-18 17:00:00,2018,8,Saturday,17,Part Two,ADAMS ST,42.29807739,-71.05695195,"(42.29807739, -71.05695195)"
I182066221,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,354,,2018-08-18 18:00:00,2018,8,Saturday,18,Part One,ADAMS ST,42.29807739,-71.05695195,"(42.29807739, -71.05695195)"
I182066221,01402,Vandalism,VANDALISM,C11,354,,2018-08-18 18:00:00,2018,8,Saturday,18,Part Two,ADAMS ST,42.29807739,-71.05695195,"(42.29807739, -71.05695195)"
I182066220,01402,Vandalism,VANDALISM,C11,354,,2018-08-18 21:00:00,2018,8,Saturday,21,Part Two,ADAMS ST,42.29807739,-71.05695195,"(42.29807739, -71.05695195)"
I182066219,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,626,,2018-08-17 19:00:00,2018,8,Friday,19,Part One,QUEENSBERRY ST,42.34200380,-71.10011169,"(42.34200380, -71.10011169)"
I182066218,03301,Verbal Disputes,VERBAL DISPUTE,B3,439,,2018-08-19 08:45:00,2018,8,Sunday,8,Part Three,FLOYD ST,42.28834693,-71.08607720,"(42.28834693, -71.08607720)"
I182066217,03805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,E18,503,,2018-08-19 08:46:00,2018,8,Sunday,8,Part Three,AMERICAN LEGION HWY,42.28591196,-71.10956984,"(42.28591196, -71.10956984)"
I182066216,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,475,,2018-08-18 20:00:00,2018,8,Saturday,20,Part One,CUMMINS HWY,42.27043477,-71.10005783,"(42.27043477, -71.10005783)"
I182066215,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,458,,2018-08-19 08:40:00,2018,8,Sunday,8,Part Three,GLENWAY ST,42.30131086,-71.08443841,"(42.30131086, -71.08443841)"
I182066213,01402,Vandalism,VANDALISM,C11,354,,2018-08-18 18:00:00,2018,8,Saturday,18,Part Two,ADAMS ST,42.29807739,-71.05695195,"(42.29807739, -71.05695195)"
I182066211,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,A1,97,,2018-08-18 14:00:00,2018,8,Saturday,14,Part One,WASHINGTON ST,42.35783831,-71.05795495,"(42.35783831, -71.05795495)"
I182066210,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,480,,2018-08-19 07:59:00,2018,8,Sunday,7,Part Two,BISMARCK ST,42.26983458,-71.10003437,"(42.26983458, -71.10003437)"
I182066209,03114,Investigate Property,INVESTIGATE PROPERTY,C6,201,,2018-08-19 06:54:00,2018,8,Sunday,6,Part Three,B ST,42.34157734,-71.05300446,"(42.34157734, -71.05300446)"
I182066206,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,420,,2018-08-19 07:47:00,2018,8,Sunday,7,Part Three,DOONE AVE,42.27807456,-71.08254983,"(42.27807456, -71.08254983)"
I182066204,03301,Verbal Disputes,VERBAL DISPUTE,B3,409,,2018-08-19 06:45:00,2018,8,Sunday,6,Part Three,GROVELAND ST,42.27277290,-71.07725241,"(42.27277290, -71.07725241)"
I182066203,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,273,,2018-08-19 04:48:00,2018,8,Sunday,4,Part Two,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.33665048, -71.07841035)"
I182066201,00613,Larceny,LARCENY SHOPLIFTING,C11,370,,2018-08-19 03:39:00,2018,8,Sunday,3,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)"
I182066200,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,254,,2018-08-19 05:51:00,2018,8,Sunday,5,Part Three,SAVIN HILL AVE,42.31231590,-71.05498290,"(42.31231590, -71.05498290)"
I182066199,03115,Investigate Person,INVESTIGATE PERSON,B2,292,,2018-08-19 05:35:00,2018,8,Sunday,5,Part Three,KENILWORTH ST,42.32874077,-71.08771559,"(42.32874077, -71.08771559)"
I182066198,03115,Investigate Person,INVESTIGATE PERSON,B2,305,,2018-08-19 05:18:00,2018,8,Sunday,5,Part Three,KENSINGTON ST,42.32062680,-71.09108856,"(42.32062680, -71.09108856)"
I182066194,02632,Evading Fare,EVADING FARE,E18,520,,2018-08-19 05:12:48,2018,8,Sunday,5,Part Two,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182066193,03007,Medical Assistance,SUDDEN DEATH,D4,131,,2018-08-19 02:14:00,2018,8,Sunday,2,Part Three,BEACON ST,42.35451931,-71.07588082,"(42.35451931, -71.07588082)"
I182066191,00900,Arson,ARSON,A15,900,,2018-08-19 04:15:00,2018,8,Sunday,4,Other,TUFTS ST,42.37877257,-71.05677893,"(42.37877257, -71.05677893)"
I182066190,01300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C6,233,,2018-08-18 12:00:00,2018,8,Saturday,12,Part Two,E EIGHTH ST,42.33139575,-71.03983187,"(42.33139575, -71.03983187)"
I182066186,02405,Disorderly Conduct,DISORDERLY CONDUCT,D4,171,,2018-08-18 17:30:00,2018,8,Saturday,17,Part Two,HARRISON AVE,42.33511904,-71.07491710,"(42.33511904, -71.07491710)"
I182066186,01402,Vandalism,VANDALISM,D4,171,,2018-08-18 17:30:00,2018,8,Saturday,17,Part Two,HARRISON AVE,42.33511904,-71.07491710,"(42.33511904, -71.07491710)"
I182066186,02610,Other,TRESPASSING,D4,171,,2018-08-18 17:30:00,2018,8,Saturday,17,Part Two,HARRISON AVE,42.33511904,-71.07491710,"(42.33511904, -71.07491710)"
I182066185,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,316,,2018-08-19 03:19:00,2018,8,Sunday,3,Part Three,SEAVER ST,42.31275031,-71.09388736,"(42.31275031, -71.09388736)"
I182066184,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,2018-08-19 03:25:00,2018,8,Sunday,3,Part Two,SARATOGA ST,42.37704396,-71.03518074,"(42.37704396, -71.03518074)"
I182066183,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,648,,2018-08-19 03:05:00,2018,8,Sunday,3,Part Three,SOUTH ST,42.30562692,-71.11470126,"(42.30562692, -71.11470126)"
I182066182,00541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,D4,145,,2018-08-19 03:11:00,2018,8,Sunday,3,Part One,W NEWTON ST,42.34451294,-71.08049717,"(42.34451294, -71.08049717)"
I182066182,03115,Investigate Person,INVESTIGATE PERSON,D4,145,,2018-08-19 03:11:00,2018,8,Sunday,3,Part Three,W NEWTON ST,42.34451294,-71.08049717,"(42.34451294, -71.08049717)"
I182066179,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,584,,2018-08-19 03:12:00,2018,8,Sunday,3,Part Three,WENSLEY ST,42.32706721,-71.10128822,"(42.32706721, -71.10128822)"
I182066178,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,101,,2018-08-19 02:45:00,2018,8,Sunday,2,Part Two,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I182066177,01402,Vandalism,VANDALISM,D4,624,,2018-08-19 02:48:00,2018,8,Sunday,2,Part Two,LANSDOWNE ST,42.34717363,-71.09644390,"(42.34717363, -71.09644390)"
I182066177,00619,Larceny,LARCENY ALL OTHERS,D4,624,,2018-08-19 02:48:00,2018,8,Sunday,2,Part One,LANSDOWNE ST,42.34717363,-71.09644390,"(42.34717363, -71.09644390)"
I182066177,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2018-08-19 02:48:00,2018,8,Sunday,2,Part Two,LANSDOWNE ST,42.34717363,-71.09644390,"(42.34717363, -71.09644390)"
I182066176,01402,Vandalism,VANDALISM,A7,16,,2018-08-19 02:16:00,2018,8,Sunday,2,Part Two,CHELSEA ST,42.38101018,-71.02586305,"(42.38101018, -71.02586305)"
I182066175,03301,Verbal Disputes,VERBAL DISPUTE,B3,449,,2018-08-19 02:00:00,2018,8,Sunday,2,Part Three,SPENCER ST,42.29204070,-71.07544515,"(42.29204070, -71.07544515)"
I182066174,01402,Vandalism,VANDALISM,C11,366,,2018-08-19 02:24:00,2018,8,Sunday,2,Part Two,SHEPTON ST,42.28995318,-71.06076101,"(42.28995318, -71.06076101)"
I182066173,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,,2018-08-19 02:20:00,2018,8,Sunday,2,Part Three,CAMBRIDGE ST,,,"(0.00000000, 0.00000000)"
I182066171,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,102,,2018-08-19 01:32:00,2018,8,Sunday,1,Part One,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)"
I182066169,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,367,,2018-08-19 01:38:00,2018,8,Sunday,1,Part Three,MANOR ST,42.29123683,-71.05450229,"(42.29123683, -71.05450229)"
I182066168,01402,Vandalism,VANDALISM,A7,21,,2018-08-19 01:18:00,2018,8,Sunday,1,Part Two,CHELSEA ST,42.37513644,-71.03268807,"(42.37513644, -71.03268807)"
I182066168,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,A7,21,,2018-08-19 01:18:00,2018,8,Sunday,1,Part Two,CHELSEA ST,42.37513644,-71.03268807,"(42.37513644, -71.03268807)"
I182066167,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D4, ,,2018-08-19 00:33:00,2018,8,Sunday,0,Part Three,COMMONWEALTH AVE,,,"(0.00000000, 0.00000000)"
I182066166,03002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,E18,519,,2018-08-03 00:00:00,2018,8,Friday,0,Part Three,WEST ST,42.25987233,-71.11936085,"(42.25987233, -71.11936085)"
I182066165,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A1, ,,2018-08-19 00:58:00,2018,8,Sunday,0,Part One,HANOVER,,,"(0.00000000, 0.00000000)"
I182066165,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1, ,,2018-08-19 00:58:00,2018,8,Sunday,0,Part Two,HANOVER,,,"(0.00000000, 0.00000000)"
I182066164,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,138,,2018-08-19 01:35:00,2018,8,Sunday,1,Part Three,FAIRFIELD ST,42.34968607,-71.08217945,"(42.34968607, -71.08217945)"
I182066163,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,93,,2018-08-19 01:13:00,2018,8,Sunday,1,Part One,UNION ST,42.36108179,-71.05698344,"(42.36108179, -71.05698344)"
I182066162,03208,Property Lost,PROPERTY - MISSING,A1,94,,2018-08-19 00:53:00,2018,8,Sunday,0,Part Three,CHATHAM ST,42.35953665,-71.05567710,"(42.35953665, -71.05567710)"
I182066161,03115,Investigate Person,INVESTIGATE PERSON,B3,444,,2018-08-19 01:00:00,2018,8,Sunday,1,Part Three,ABBOT ST,42.29686162,-71.08584183,"(42.29686162, -71.08584183)"
I182066159,03301,Verbal Disputes,VERBAL DISPUTE,E5,941,,2018-08-19 00:40:00,2018,8,Sunday,0,Part Three,BROOKWAY RD,42.29338247,-71.11921695,"(42.29338247, -71.11921695)"
I182066158,03501,Missing Person Reported,MISSING PERSON,C11,345,,2018-08-18 16:00:00,2018,8,Saturday,16,Part Three,HOMES AVE,42.30344073,-71.06674608,"(42.30344073, -71.06674608)"
I182066157,03410,Towed,TOWED MOTOR VEHICLE,C6,234,,2018-08-19 00:30:00,2018,8,Sunday,0,Part Three,MARINE RD,42.33059030,-71.03888028,"(42.33059030, -71.03888028)"
I182066155,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,344,,2018-08-18 22:42:00,2018,8,Saturday,22,Part Three,BOWDOIN ST,42.30096792,-71.07204777,"(42.30096792, -71.07204777)"
I182066153,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,41,,2018-08-18 21:30:00,2018,8,Saturday,21,Part One,BUNKER HILL ST,42.37629137,-71.05663394,"(42.37629137, -71.05663394)"
I182066153,01402,Vandalism,VANDALISM,A15,41,,2018-08-18 21:30:00,2018,8,Saturday,21,Part Two,BUNKER HILL ST,42.37629137,-71.05663394,"(42.37629137, -71.05663394)"
I182066152,00301,Robbery,ROBBERY - STREET,E13,572,,2018-08-19 00:11:00,2018,8,Sunday,0,Part One,DIXWELL ST,42.31433402,-71.09791405,"(42.31433402, -71.09791405)"
I182066150,00611,Larceny,LARCENY PICK-POCKET,A1,121,,2018-08-18 01:00:00,2018,8,Saturday,1,Part One,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
I182066149,03201,Property Lost,PROPERTY - LOST,A1, ,,2018-08-19 00:43:00,2018,8,Sunday,0,Part Three,CROSS ST,,,"(0.00000000, 0.00000000)"
I182066148,03115,Investigate Person,INVESTIGATE PERSON,A15,900,,2018-08-18 22:41:00,2018,8,Saturday,22,Part Three,O'REILLY WAY,42.37789565,-71.05840764,"(42.37789565, -71.05840764)"
I182066147,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,113,,2018-08-18 23:50:00,2018,8,Saturday,23,Part Two,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I182066146,03115,Investigate Person,INVESTIGATE PERSON,B2,292,,2018-08-18 22:57:00,2018,8,Saturday,22,Part Three,DUDLEY ST,42.32901664,-71.08605153,"(42.32901664, -71.08605153)"
I182066145,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,458,,2018-08-19 00:00:00,2018,8,Sunday,0,Part Three,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I182066144,01402,Vandalism,VANDALISM,A1,113,,2018-08-18 23:00:00,2018,8,Saturday,23,Part Two,SUMMER ST,42.35426247,-71.05883334,"(42.35426247, -71.05883334)"
I182066143,03115,Investigate Person,INVESTIGATE PERSON,E5,741,,2018-08-18 23:15:00,2018,8,Saturday,23,Part Three,LASELL ST,42.28782080,-71.16832122,"(42.28782080, -71.16832122)"
I182066142,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,294,,2018-08-18 22:00:00,2018,8,Saturday,22,Part One,SAINT JAMES ST,42.32703627,-71.08687838,"(42.32703627, -71.08687838)"
I182066141,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,2018-08-18 23:22:00,2018,8,Saturday,23,Part Two,PORTLAND ST,42.36423840,-71.06165515,"(42.36423840, -71.06165515)"
I182066140,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3, ,,2018-08-18 23:32:00,2018,8,Saturday,23,Part Three,AMERICAN LEGION HWY,,,"(0.00000000, 0.00000000)"
I182066139,03007,Medical Assistance,SUDDEN DEATH,B2,293,,2018-08-18 23:08:00,2018,8,Saturday,23,Part Three,CEDAR ST,42.32541109,-71.09141411,"(42.32541109, -71.09141411)"
I182066138,03115,Investigate Person,INVESTIGATE PERSON,B2,259,,2018-08-18 23:08:00,2018,8,Saturday,23,Part Three,,42.30545103,-71.08057209,"(42.30545103, -71.08057209)"
I182066137,01001,Counterfeiting,FORGERY / COUNTERFEITING,B2,286,,2018-08-18 23:13:00,2018,8,Saturday,23,Part Two,SOJOURNER TRUTH CT,42.33465860,-71.08469354,"(42.33465860, -71.08469354)"
I182066136,03115,Investigate Person,INVESTIGATE PERSON,B3,463,,2018-08-18 23:05:00,2018,8,Saturday,23,Part Three,BLUE HILL AVE,42.29733660,-71.08729604,"(42.29733660, -71.08729604)"
I182066135,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,133,,2018-08-18 22:53:00,2018,8,Saturday,22,Part Three,COMMONWEALTH AVE,42.35257170,-71.07491630,"(42.35257170, -71.07491630)"
I182066134,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,A1,115,,2018-08-18 22:19:00,2018,8,Saturday,22,Part Two,LINCOLN ST,42.35131763,-71.05838367,"(42.35131763, -71.05838367)"
I182066132,02629,Harassment,HARASSMENT,B3,455,,2015-07-31 23:27:00,2015,7,Friday,23,Part Two,RADCLIFFE ST,42.30020194,-71.07835353,"(42.30020194, -71.07835353)"
I182066131,03201,Property Lost,PROPERTY - LOST,B2,282,,2018-08-18 23:08:00,2018,8,Saturday,23,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182066130,03207,Property Found,PROPERTY - FOUND,B2,280,,2018-08-18 23:06:00,2018,8,Saturday,23,Part Three,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
I182066128,01402,Vandalism,VANDALISM,C6,194,,2018-08-18 22:34:00,2018,8,Saturday,22,Part Two,LEEDS ST,42.33052378,-71.05624330,"(42.33052378, -71.05624330)"
I182066126,03115,Investigate Person,INVESTIGATE PERSON,E5,702,,2018-08-18 22:11:00,2018,8,Saturday,22,Part Three,BELLEVUE ST,42.28253040,-71.15526193,"(42.28253040, -71.15526193)"
I182066125,02204,Liquor Violation,LIQUOR LAW VIOLATION,A1, ,,2018-08-18 22:18:00,2018,8,Saturday,22,Part Two,,,,"(0.00000000, 0.00000000)"
